route_no,route_id,time_category,counts,counts_average,time_category_duration,frequency
344UP,627,non_peak_2,3,3,300,100
344UP,627,peak_1,2,2,240,120
344UP,627,peak_2,2,2,240,120
345DOWN,628,non_peak_1,3,3,480,160
345DOWN,628,non_peak_2,3,3,300,100
345DOWN,628,peak_1,5,5,240,48
345DOWN,628,peak_2,5,5,240,48
345UP,629,non_peak_1,1,1,480,480
345UP,629,non_peak_2,3,3,300,100
345UP,629,non_peak_3,1,1,180,180
345UP,629,peak_1,5,5,240,48
345UP,629,peak_2,6,6,240,40
346DOWN,630,non_peak_1,2,2,480,240
346DOWN,630,non_peak_2,9,9,300,34
346DOWN,630,non_peak_3,2,2,180,90
346DOWN,630,peak_1,8,8,240,30
346DOWN,630,peak_2,7,7,240,35
346UP,631,non_peak_1,4,4,480,120
346UP,631,non_peak_2,10,10,300,30
346UP,631,peak_1,8,8,240,30
346UP,631,peak_2,6,6,240,40
347DOWN,632,non_peak_1,1,1,480,480
347DOWN,632,non_peak_2,1,1,300,300
347DOWN,632,peak_1,1,1,240,240
347DOWN,632,peak_2,1,1,240,240
347UP,633,non_peak_2,1,1,300,300
347UP,633,peak_1,1,1,240,240
347UP,633,peak_2,2,2,240,120
348DOWN,634,non_peak_1,12,12,480,40
348DOWN,634,non_peak_2,16,16,300,19
348DOWN,634,non_peak_3,2,2,180,90
348DOWN,634,peak_1,15,15,240,16
348DOWN,634,peak_2,12,12,240,20
348UP,635,non_peak_1,6,6,480,80
348UP,635,non_peak_2,17,17,300,18
348UP,635,non_peak_3,6,6,180,30
348UP,635,peak_1,16,16,240,15
348UP,635,peak_2,12,12,240,20
350DOWN,638,non_peak_1,11,11,480,44
350DOWN,638,non_peak_2,19,19,300,16
350DOWN,638,non_peak_3,8,8,180,23
350DOWN,638,peak_1,16,16,240,15
350DOWN,638,peak_2,16,16,240,15
350UP,639,non_peak_1,14,14,480,35
350UP,639,non_peak_2,21,21,300,15
350UP,639,non_peak_3,6,6,180,30
350UP,639,peak_1,15,15,240,16
350UP,639,peak_2,14,14,240,18
351ADOWN,640,peak_2,1,1,240,240
351AUP,641,non_peak_1,2,2,480,240
351DOWN,642,non_peak_1,1,1,480,480
351DOWN,642,non_peak_2,1,1,300,300
351DOWN,642,peak_1,3,3,240,80
351DOWN,642,peak_2,1,1,240,240
351UP,643,non_peak_2,2,2,300,150
351UP,643,peak_1,2,2,240,120
351UP,643,peak_2,1,1,240,240
353ADOWN,646,non_peak_2,1,1,300,300
353AUP,647,non_peak_1,2,2,480,240
353AUP,647,non_peak_2,1,1,300,300
353BDOWN,648,non_peak_2,3,3,300,100
353BDOWN,648,peak_1,2,2,240,120
353BUP,649,peak_1,3,3,240,80
353BUP,649,peak_2,4,4,240,60
353CDOWN,650,non_peak_1,2,2,480,240
353CDOWN,650,peak_2,1,1,240,240
353CUP,651,peak_1,1,1,240,240
353DOWN,644,peak_1,3,3,240,80
353DOWN,644,peak_2,4,4,240,60
353UP,645,non_peak_1,2,2,480,240
353UP,645,non_peak_2,3,3,300,100
354ADOWN,654,non_peak_1,6,6,480,80
354ADOWN,654,non_peak_2,8,8,300,38
354ADOWN,654,peak_1,2,2,240,120
354AUP,655,non_peak_2,6,6,300,50
354AUP,655,non_peak_3,4,4,180,45
354AUP,655,peak_1,2,2,240,120
354AUP,655,peak_2,4,4,240,60
354DOWN,652,non_peak_2,2,2,300,150
354DOWN,652,non_peak_3,1,1,180,180
354DOWN,652,peak_1,6,6,240,40
354DOWN,652,peak_2,7,7,240,35
354UP,653,non_peak_1,2,2,480,240
354UP,653,non_peak_2,4,4,300,75
354UP,653,peak_1,6,6,240,40
354UP,653,peak_2,4,4,240,60
355ADOWN,658,non_peak_2,6,6,300,50
355ADOWN,658,non_peak_3,5,5,180,36
355ADOWN,658,peak_1,7,7,240,35
355ADOWN,658,peak_2,10,10,240,24
355AUP,659,non_peak_1,6,6,480,80
355AUP,659,non_peak_2,6,6,300,50
355AUP,659,peak_1,10,10,240,24
355AUP,659,peak_2,5,5,240,48
355DOWN,656,non_peak_1,10,10,480,48
355DOWN,656,non_peak_2,25,25,300,12
355DOWN,656,non_peak_3,3,3,180,60
355DOWN,656,peak_1,24,24,240,10
355DOWN,656,peak_2,22,22,240,11
355MDOWN,660,non_peak_2,1,1,300,300
355MDOWN,660,peak_1,3,3,240,80
355MDOWN,660,peak_2,1,1,240,240
355MUP,661,non_peak_2,1,1,300,300
355MUP,661,peak_1,2,2,240,120
355MUP,661,peak_2,2,2,240,120
355UP,657,non_peak_1,7,7,480,69
355UP,657,non_peak_2,25,25,300,12
355UP,657,non_peak_3,6,6,180,30
355UP,657,peak_1,21,21,240,12
355UP,657,peak_2,25,25,240,10
356ADOWN,1076,non_peak_1,4,4,480,120
356ADOWN,1076,non_peak_2,10,10,300,30
356ADOWN,1076,non_peak_3,5,5,180,36
356ADOWN,1076,peak_1,8,8,240,30
356ADOWN,1076,peak_2,8,8,240,30
356AUP,1077,non_peak_1,4,4,480,120
356AUP,1077,non_peak_2,10,10,300,30
356AUP,1077,non_peak_3,5,5,180,36
356AUP,1077,peak_1,8,8,240,30
356AUP,1077,peak_2,8,8,240,30
356DOWN,662,non_peak_1,2,2,480,240
356DOWN,662,non_peak_2,3,3,300,100
356DOWN,662,non_peak_3,1,1,180,180
356DOWN,662,peak_1,3,3,240,80
356DOWN,662,peak_2,3,3,240,80
356UP,663,non_peak_1,2,2,480,240
356UP,663,non_peak_2,3,3,300,100
356UP,663,non_peak_3,1,1,180,180
356UP,663,peak_1,3,3,240,80
356UP,663,peak_2,3,3,240,80
357DOWN,664,non_peak_1,8,8,480,60
357DOWN,664,non_peak_2,19,19,300,16
357DOWN,664,non_peak_3,8,8,180,23
357DOWN,664,peak_1,21,21,240,12
357DOWN,664,peak_2,18,18,240,14
357UP,665,non_peak_1,14,14,480,35
357UP,665,non_peak_2,21,21,300,15
357UP,665,non_peak_3,4,4,180,45
357UP,665,peak_1,18,18,240,14
357UP,665,peak_2,17,17,240,15
358ADOWN,668,non_peak_1,4,4,480,120
358ADOWN,668,non_peak_2,9,9,300,34
358ADOWN,668,non_peak_3,1,1,180,180
358ADOWN,668,peak_1,6,6,240,40
358ADOWN,668,peak_2,5,5,240,48
358AUP,669,non_peak_1,6,6,480,80
358AUP,669,non_peak_2,7,7,300,43
358AUP,669,peak_1,7,7,240,35
358AUP,669,peak_2,5,5,240,48
358BDOWN,670,non_peak_1,1,1,480,480
358BDOWN,670,peak_1,4,4,240,60
358BUP,671,non_peak_1,4,4,480,120
358BUP,671,peak_1,1,1,240,240
358CDOWN,1078,non_peak_1,4,4,480,120
358CDOWN,1078,non_peak_2,10,10,300,30
358CDOWN,1078,non_peak_3,5,5,180,36
358CDOWN,1078,peak_1,8,8,240,30
358CDOWN,1078,peak_2,8,8,240,30
358CUP,1079,non_peak_1,4,4,480,120
358CUP,1079,non_peak_2,10,10,300,30
358CUP,1079,non_peak_3,5,5,180,36
358CUP,1079,peak_1,8,8,240,30
358CUP,1079,peak_2,8,8,240,30
358DOWN,666,non_peak_1,15,15,480,32
358DOWN,666,non_peak_2,27,27,300,12
358DOWN,666,non_peak_3,14,14,180,13
358DOWN,666,peak_1,22,22,240,11
358DOWN,666,peak_2,25,25,240,10
358UP,667,non_peak_1,20,20,480,24
358UP,667,non_peak_2,27,27,300,12
358UP,667,non_peak_3,8,8,180,23
358UP,667,peak_1,23,23,240,11
358UP,667,peak_2,24,24,240,10
359ADOWN,672,non_peak_2,1,1,300,300
359ADOWN,672,peak_1,1,1,240,240
359AUP,673,non_peak_2,1,1,300,300
359AUP,673,peak_1,1,1,240,240
359AUP,673,peak_2,1,1,240,240
35ARING,674,non_peak_1,2,2,480,240
35ARING,674,non_peak_2,3,3,300,100
35ARING,674,peak_1,3,3,240,80
35ARING,674,peak_2,1,1,240,240
35BUP,675,non_peak_2,1,1,300,300
35BUP,675,peak_1,1,1,240,240
35BUP,675,peak_2,1,1,240,240
35DOWN,636,non_peak_1,13,13,480,37
35DOWN,636,non_peak_2,27,27,300,12
35DOWN,636,non_peak_3,8,8,180,23
35DOWN,636,peak_1,23,23,240,11
35DOWN,636,peak_2,23,23,240,11
35JDOWN,676,non_peak_1,4,4,480,120
35JDOWN,676,non_peak_2,10,10,300,30
35JDOWN,676,non_peak_3,5,5,180,36
35JDOWN,676,peak_1,8,8,240,30
35JDOWN,676,peak_2,8,8,240,30
35JUP,677,non_peak_1,4,4,480,120
35JUP,677,non_peak_2,10,10,300,30
35JUP,677,non_peak_3,5,5,180,36
35JUP,677,peak_1,8,8,240,30
35JUP,677,peak_2,8,8,240,30
35SDOWN,678,non_peak_1,4,4,480,120
35SDOWN,678,non_peak_2,10,10,300,30
35SDOWN,678,non_peak_3,5,5,180,36
35SDOWN,678,peak_1,8,8,240,30
35SDOWN,678,peak_2,8,8,240,30
35SUP,679,non_peak_1,4,4,480,120
35SUP,679,non_peak_2,10,10,300,30
35SUP,679,non_peak_3,5,5,180,36
35SUP,679,peak_1,8,8,240,30
35SUP,679,peak_2,8,8,240,30
35UP,637,non_peak_1,9,9,480,54
35UP,637,non_peak_2,28,28,300,11
35UP,637,non_peak_3,13,13,180,14
35UP,637,peak_1,24,24,240,10
35UP,637,peak_2,20,20,240,12
360DOWN,682,non_peak_1,5,5,480,96
360DOWN,682,non_peak_2,10,10,300,30
360DOWN,682,peak_1,8,8,240,30
360DOWN,682,peak_2,7,7,240,35
360UP,683,non_peak_1,2,2,480,240
360UP,683,non_peak_2,10,10,300,30
360UP,683,non_peak_3,2,2,180,90
360UP,683,peak_1,8,8,240,30
360UP,683,peak_2,8,8,240,30
361DOWN,684,non_peak_1,22,22,480,22
361DOWN,684,non_peak_2,22,22,300,14
361DOWN,684,non_peak_3,2,2,180,90
361DOWN,684,peak_1,22,22,240,11
361DOWN,684,peak_2,14,14,240,18
361UP,685,non_peak_1,9,9,480,54
361UP,685,non_peak_2,20,20,300,15
361UP,685,non_peak_3,13,13,180,14
361UP,685,peak_1,20,20,240,12
361UP,685,peak_2,21,21,240,12
362ADOWN,686,non_peak_1,1,1,480,480
362ADOWN,686,non_peak_2,1,1,300,300
362AUP,687,non_peak_1,1,1,480,480
362AUP,687,peak_2,1,1,240,240
362DOWN,688,non_peak_1,1,1,480,480
362DOWN,688,non_peak_2,1,1,300,300
362DOWN,688,peak_1,2,2,240,120
362DOWN,688,peak_2,2,2,240,120
362UP,689,non_peak_1,1,1,480,480
362UP,689,non_peak_2,2,2,300,150
362UP,689,non_peak_3,1,1,180,180
362UP,689,peak_1,1,1,240,240
362UP,689,peak_2,1,1,240,240
363ADOWN,690,non_peak_1,1,1,480,480
363ADOWN,690,non_peak_2,6,6,300,50
363ADOWN,690,peak_1,5,5,240,48
363ADOWN,690,peak_2,4,4,240,60
363AUP,691,non_peak_1,2,2,480,240
363AUP,691,non_peak_2,6,6,300,50
363AUP,691,peak_1,5,5,240,48
363AUP,691,peak_2,3,3,240,80
363DOWN,692,non_peak_1,3,3,480,160
363DOWN,692,non_peak_2,6,6,300,50
363DOWN,692,non_peak_3,1,1,180,180
363DOWN,692,peak_1,6,6,240,40
363DOWN,692,peak_2,6,6,240,40
363UP,693,non_peak_1,4,4,480,120
363UP,693,non_peak_2,6,6,300,50
363UP,693,peak_1,6,6,240,40
363UP,693,peak_2,6,6,240,40
364DOWN,694,non_peak_1,1,1,480,480
364DOWN,694,non_peak_2,1,1,300,300
364DOWN,694,peak_1,2,2,240,120
364DOWN,694,peak_2,1,1,240,240
364UP,695,non_peak_1,1,1,480,480
364UP,695,non_peak_2,1,1,300,300
364UP,695,peak_1,2,2,240,120
364UP,695,peak_2,1,1,240,240
366DOWN,696,non_peak_1,4,4,480,120
366DOWN,696,non_peak_2,6,6,300,50
366DOWN,696,non_peak_3,4,4,180,45
366DOWN,696,peak_1,5,5,240,48
366DOWN,696,peak_2,5,5,240,48
366UP,697,non_peak_1,6,6,480,80
366UP,697,non_peak_2,6,6,300,50
366UP,697,non_peak_3,2,2,180,90
366UP,697,peak_1,5,5,240,48
366UP,697,peak_2,5,5,240,48
367ADOWN,700,non_peak_1,1,1,480,480
367ADOWN,700,non_peak_2,1,1,300,300
367ADOWN,700,peak_1,2,2,240,120
367ADOWN,700,peak_2,1,1,240,240
367AUP,701,non_peak_1,1,1,480,480
367AUP,701,non_peak_2,1,1,300,300
367AUP,701,peak_1,2,2,240,120
367AUP,701,peak_2,1,1,240,240
367DOWN,698,non_peak_1,3,3,480,160
367DOWN,698,non_peak_2,11,11,300,28
367DOWN,698,peak_1,12,12,240,20
367DOWN,698,peak_2,6,6,240,40
367MDOWN,1018,non_peak_1,1,1,480,480
367MDOWN,1018,non_peak_2,2,2,300,150
367MDOWN,1018,peak_1,3,3,240,80
367MDOWN,1018,peak_2,2,2,240,120
367MUP,1019,non_peak_1,1,1,480,480
367MUP,1019,non_peak_2,2,2,300,150
367MUP,1019,peak_1,3,3,240,80
367MUP,1019,peak_2,2,2,240,120
367UP,699,non_peak_1,2,2,480,240
367UP,699,non_peak_2,11,11,300,28
367UP,699,peak_1,11,11,240,22
367UP,699,peak_2,8,8,240,30
368DOWN,702,non_peak_1,3,3,480,160
368DOWN,702,non_peak_2,7,7,300,43
368DOWN,702,peak_1,6,6,240,40
368DOWN,702,peak_2,7,7,240,35
368UP,703,non_peak_1,4,4,480,120
368UP,703,non_peak_2,7,7,300,43
368UP,703,peak_1,6,6,240,40
368UP,703,peak_2,6,6,240,40
369AUP,1080,non_peak_1,4,4,480,120
369AUP,1080,non_peak_2,10,10,300,30
369AUP,1080,non_peak_3,5,5,180,36
369AUP,1080,peak_1,8,8,240,30
369AUP,1080,peak_2,8,8,240,30
369DOWN,704,non_peak_1,4,4,480,120
369DOWN,704,non_peak_2,13,13,300,24
369DOWN,704,non_peak_3,5,5,180,36
369DOWN,704,peak_1,12,12,240,20
369DOWN,704,peak_2,12,12,240,20
369UP,705,non_peak_1,8,8,480,60
369UP,705,non_peak_2,14,14,300,22
369UP,705,non_peak_3,2,2,180,90
369UP,705,peak_1,11,11,240,22
369UP,705,peak_2,11,11,240,22
36ADOWN,706,non_peak_2,5,5,300,60
36AUP,707,non_peak_1,4,4,480,120
36AUP,707,non_peak_2,4,4,300,75
36AUP,707,peak_1,1,1,240,240
36AUP,707,peak_2,1,1,240,240
36DOWN,680,non_peak_1,5,5,480,96
36DOWN,680,non_peak_2,10,10,300,30
36DOWN,680,non_peak_3,4,4,180,45
36DOWN,680,peak_1,11,11,240,22
36DOWN,680,peak_2,11,11,240,22
36UP,681,non_peak_1,4,4,480,120
36UP,681,non_peak_2,10,10,300,30
36UP,681,non_peak_3,4,4,180,45
36UP,681,peak_1,11,11,240,22
36UP,681,peak_2,12,12,240,20
370DOWN,710,non_peak_1,1,1,480,480
370DOWN,710,non_peak_2,1,1,300,300
370DOWN,710,peak_1,1,1,240,240
370UP,711,non_peak_2,1,1,300,300
370UP,711,peak_1,1,1,240,240
370UP,711,peak_2,1,1,240,240
371DOWN,712,non_peak_1,1,1,480,480
371DOWN,712,non_peak_2,2,2,300,150
371DOWN,712,peak_1,1,1,240,240
371DOWN,712,peak_2,1,1,240,240
371UP,713,non_peak_1,1,1,480,480
371UP,713,non_peak_2,1,1,300,300
371UP,713,peak_1,2,2,240,120
371UP,713,peak_2,1,1,240,240
372ADOWN,718,peak_2,3,3,240,80
372AUP,719,non_peak_1,2,2,480,240
372DOWN,714,non_peak_1,9,9,480,54
372DOWN,714,non_peak_2,20,20,300,15
372DOWN,714,non_peak_3,5,5,180,36
372DOWN,714,peak_1,20,20,240,12
372DOWN,714,peak_2,16,16,240,15
372MDOWN,715,non_peak_2,1,1,300,300
372MDOWN,715,peak_1,2,2,240,120
372MDOWN,715,peak_2,1,1,240,240
372MUP,716,non_peak_1,1,1,480,480
372MUP,716,non_peak_2,2,2,300,150
372MUP,716,peak_1,1,1,240,240
372UP,717,non_peak_1,10,10,480,48
372UP,717,non_peak_2,20,20,300,15
372UP,717,non_peak_3,3,3,180,60
372UP,717,peak_1,20,20,240,12
372UP,717,peak_2,17,17,240,15
373ADOWN,721,peak_2,2,2,240,120
373AUP,722,non_peak_1,2,2,480,240
373DOWN,1020,non_peak_1,4,4,480,120
373DOWN,1020,non_peak_2,10,10,300,30
373DOWN,1020,non_peak_3,5,5,180,36
373DOWN,1020,peak_1,8,8,240,30
373DOWN,1020,peak_2,8,8,240,30
373RING,720,non_peak_2,6,6,300,50
373RING,720,peak_1,10,10,240,24
373RING,720,peak_2,6,6,240,40
373UP,1021,non_peak_1,4,4,480,120
373UP,1021,non_peak_2,10,10,300,30
373UP,1021,non_peak_3,5,5,180,36
373UP,1021,peak_1,8,8,240,30
373UP,1021,peak_2,8,8,240,30
374ADOWN,725,non_peak_1,1,1,480,480
374ADOWN,725,non_peak_2,1,1,300,300
374ADOWN,725,peak_1,3,3,240,80
374ADOWN,725,peak_2,2,2,240,120
374AUP,726,non_peak_1,2,2,480,240
374AUP,726,non_peak_2,1,1,300,300
374AUP,726,peak_1,2,2,240,120
374AUP,726,peak_2,2,2,240,120
374DOWN,723,non_peak_1,3,3,480,160
374DOWN,723,non_peak_2,5,5,300,60
374DOWN,723,non_peak_3,2,2,180,90
374DOWN,723,peak_1,5,5,240,48
374DOWN,723,peak_2,5,5,240,48
374UP,724,non_peak_1,4,4,480,120
374UP,724,non_peak_2,6,6,300,50
374UP,724,non_peak_3,1,1,180,180
374UP,724,peak_1,4,4,240,60
374UP,724,peak_2,5,5,240,48
375ADOWN,1022,non_peak_1,4,4,480,120
375ADOWN,1022,non_peak_2,10,10,300,30
375ADOWN,1022,non_peak_3,5,5,180,36
375ADOWN,1022,peak_1,8,8,240,30
375ADOWN,1022,peak_2,8,8,240,30
375AUP,1023,non_peak_1,4,4,480,120
375AUP,1023,non_peak_2,10,10,300,30
375AUP,1023,non_peak_3,5,5,180,36
375AUP,1023,peak_1,8,8,240,30
375AUP,1023,peak_2,8,8,240,30
375BDOWN,1081,non_peak_1,4,4,480,120
375BDOWN,1081,non_peak_2,10,10,300,30
375BDOWN,1081,non_peak_3,5,5,180,36
375BDOWN,1081,peak_1,8,8,240,30
375BDOWN,1081,peak_2,8,8,240,30
375BUP,1082,non_peak_1,4,4,480,120
375BUP,1082,non_peak_2,10,10,300,30
375BUP,1082,non_peak_3,5,5,180,36
375BUP,1082,peak_1,8,8,240,30
375BUP,1082,peak_2,8,8,240,30
375DOWN,1083,non_peak_1,4,4,480,120
375DOWN,1083,non_peak_2,10,10,300,30
375DOWN,1083,non_peak_3,5,5,180,36
375DOWN,1083,peak_1,8,8,240,30
375DOWN,1083,peak_2,8,8,240,30
375UP,1084,non_peak_1,4,4,480,120
375UP,1084,non_peak_2,10,10,300,30
375UP,1084,non_peak_3,5,5,180,36
375UP,1084,peak_1,8,8,240,30
375UP,1084,peak_2,8,8,240,30
376DOWN,727,non_peak_1,1,1,480,480
376DOWN,727,non_peak_2,3,3,300,100
376DOWN,727,peak_1,3,3,240,80
376DOWN,727,peak_2,1,1,240,240
376UP,728,non_peak_2,3,3,300,100
376UP,728,peak_1,3,3,240,80
376UP,728,peak_2,2,2,240,120
37DOWN,708,non_peak_1,1,1,480,480
37DOWN,708,non_peak_2,3,3,300,100
37DOWN,708,peak_1,3,3,240,80
37DOWN,708,peak_2,2,2,240,120
37UP,709,non_peak_1,2,2,480,240
37UP,709,non_peak_2,3,3,300,100
37UP,709,peak_1,2,2,240,120
37UP,709,peak_2,2,2,240,120
380DOWN,731,non_peak_2,3,3,300,100
380DOWN,731,peak_1,3,3,240,80
380DOWN,731,peak_2,2,2,240,120
380UP,732,non_peak_1,1,1,480,480
380UP,732,non_peak_2,3,3,300,100
380UP,732,peak_1,3,3,240,80
380UP,732,peak_2,1,1,240,240
381DOWN,733,non_peak_1,2,2,480,240
381DOWN,733,non_peak_2,5,5,300,60
381DOWN,733,peak_1,7,7,240,35
381DOWN,733,peak_2,6,6,240,40
381UP,734,non_peak_1,2,2,480,240
381UP,734,non_peak_2,3,3,300,100
381UP,734,peak_1,7,7,240,35
381UP,734,peak_2,6,6,240,40
38DOWN,729,non_peak_1,3,3,480,160
38DOWN,729,non_peak_2,13,13,300,24
38DOWN,729,non_peak_3,8,8,180,23
38DOWN,729,peak_1,11,11,240,22
38DOWN,729,peak_2,11,11,240,22
38UP,730,non_peak_1,6,6,480,80
38UP,730,non_peak_2,12,12,300,25
38UP,730,non_peak_3,4,4,180,45
38UP,730,peak_1,12,12,240,20
38UP,730,peak_2,12,12,240,20
39DOWN,735,non_peak_1,2,2,480,240
39DOWN,735,non_peak_2,6,6,300,50
39DOWN,735,non_peak_3,1,1,180,180
39DOWN,735,peak_1,6,6,240,40
39DOWN,735,peak_2,6,6,240,40
39UP,736,non_peak_1,3,3,480,160
39UP,736,non_peak_2,6,6,300,50
39UP,736,peak_1,7,7,240,35
39UP,736,peak_2,5,5,240,48
3RING,495,non_peak_1,2,2,480,240
3RING,495,non_peak_2,4,4,300,75
3RING,495,peak_1,3,3,240,80
3RING,495,peak_2,3,3,240,80
41DOWN,739,peak_1,2,2,240,120
41DOWN,739,peak_2,1,1,240,240
41UP,740,non_peak_1,1,1,480,480
41UP,740,peak_1,1,1,240,240
41UP,740,peak_2,1,1,240,240
42DOWN,741,non_peak_1,11,11,480,44
42DOWN,741,non_peak_2,22,22,300,14
42DOWN,741,non_peak_3,11,11,180,17
42DOWN,741,peak_1,20,20,240,12
42DOWN,741,peak_2,20,20,240,12
42UP,742,non_peak_1,13,13,480,37
42UP,742,non_peak_2,23,23,300,14
42UP,742,non_peak_3,9,9,180,20
42UP,742,peak_1,20,20,240,12
42UP,742,peak_2,19,19,240,13
43ACDOWN,747,non_peak_1,4,4,480,120
43ACDOWN,747,non_peak_2,10,10,300,30
43ACDOWN,747,non_peak_3,5,5,180,36
43ACDOWN,747,peak_1,8,8,240,30
43ACDOWN,747,peak_2,8,8,240,30
43ACUP,748,non_peak_1,4,4,480,120
43ACUP,748,non_peak_2,10,10,300,30
43ACUP,748,non_peak_3,5,5,180,36
43ACUP,748,peak_1,8,8,240,30
43ACUP,748,peak_2,8,8,240,30
43ADDOWN,749,non_peak_1,5,5,480,96
43ADDOWN,749,non_peak_2,4,4,300,75
43ADDOWN,749,peak_2,1,1,240,240
43ADOWN,745,non_peak_1,7,7,480,69
43ADOWN,745,non_peak_2,12,12,300,25
43ADOWN,745,non_peak_3,2,2,180,90
43ADOWN,745,peak_1,13,13,240,19
43ADOWN,745,peak_2,14,14,240,18
43ADUP,750,non_peak_2,1,1,300,300
43ADUP,750,non_peak_3,4,4,180,45
43ADUP,750,peak_1,2,2,240,120
43ADUP,750,peak_2,2,2,240,120
43AUP,746,non_peak_1,7,7,480,69
43AUP,746,non_peak_2,12,12,300,25
43AUP,746,non_peak_3,1,1,180,180
43AUP,746,peak_1,15,15,240,16
43AUP,746,peak_2,14,14,240,18
43DOWN,743,non_peak_1,13,13,480,37
43DOWN,743,non_peak_2,27,27,300,12
43DOWN,743,non_peak_3,5,5,180,36
43DOWN,743,peak_1,21,21,240,12
43DOWN,743,peak_2,22,22,240,11
43UP,744,non_peak_1,13,13,480,37
43UP,744,non_peak_2,27,27,300,12
43UP,744,non_peak_3,5,5,180,36
43UP,744,peak_1,21,21,240,12
43UP,744,peak_2,22,22,240,11
44ADOWN,753,non_peak_2,5,5,300,60
44AUP,754,non_peak_1,1,1,480,480
44AUP,754,non_peak_2,3,3,300,100
44AUP,754,peak_1,1,1,240,240
44AUP,754,peak_2,2,2,240,120
44DOWN,751,non_peak_1,3,3,480,160
44DOWN,751,non_peak_2,4,4,300,75
44DOWN,751,non_peak_3,1,1,180,180
44DOWN,751,peak_1,5,5,240,48
44DOWN,751,peak_2,5,5,240,48
44UP,752,non_peak_1,1,1,480,480
44UP,752,non_peak_2,4,4,300,75
44UP,752,non_peak_3,3,3,180,60
44UP,752,peak_1,5,5,240,48
44UP,752,peak_2,3,3,240,80
45DOWN,755,non_peak_1,1,1,480,480
45DOWN,755,non_peak_2,1,1,300,300
45DOWN,755,peak_1,2,2,240,120
45DOWN,755,peak_2,2,2,240,120
45UP,756,non_peak_2,3,3,300,100
45UP,756,peak_1,1,1,240,240
45UP,756,peak_2,2,2,240,120
47DOWN,757,non_peak_1,1,1,480,480
47DOWN,757,non_peak_2,2,2,300,150
47DOWN,757,peak_1,2,2,240,120
47DOWN,757,peak_2,2,2,240,120
47UP,758,non_peak_1,2,2,480,240
47UP,758,non_peak_2,3,3,300,100
47UP,758,peak_1,1,1,240,240
47UP,758,peak_2,1,1,240,240
4DOWN,737,non_peak_1,11,11,480,44
4DOWN,737,non_peak_2,26,26,300,12
4DOWN,737,non_peak_3,15,15,180,12
4DOWN,737,peak_1,23,23,240,11
4DOWN,737,peak_2,22,22,240,11
4UP,738,non_peak_1,14,14,480,35
4UP,738,non_peak_2,30,30,300,10
4UP,738,non_peak_3,12,12,180,15
4UP,738,peak_1,21,21,240,12
4UP,738,peak_2,21,21,240,12
50ADOWN,763,non_peak_1,4,4,480,120
50ADOWN,763,non_peak_2,10,10,300,30
50ADOWN,763,non_peak_3,5,5,180,36
50ADOWN,763,peak_1,8,8,240,30
50ADOWN,763,peak_2,8,8,240,30
50AUP,764,non_peak_1,4,4,480,120
50AUP,764,non_peak_2,10,10,300,30
50AUP,764,non_peak_3,5,5,180,36
50AUP,764,peak_1,8,8,240,30
50AUP,764,peak_2,8,8,240,30
50BDOWN,1085,non_peak_1,4,4,480,120
50BDOWN,1085,non_peak_2,10,10,300,30
50BDOWN,1085,non_peak_3,5,5,180,36
50BDOWN,1085,peak_1,8,8,240,30
50BDOWN,1085,peak_2,8,8,240,30
50BUP,765,non_peak_1,4,4,480,120
50DOWN,761,non_peak_1,3,3,480,160
50DOWN,761,non_peak_2,5,5,300,60
50DOWN,761,non_peak_3,2,2,180,90
50DOWN,761,peak_1,5,5,240,48
50DOWN,761,peak_2,5,5,240,48
50KADOWN,766,non_peak_1,4,4,480,120
50KADOWN,766,non_peak_2,10,10,300,30
50KADOWN,766,non_peak_3,5,5,180,36
50KADOWN,766,peak_1,8,8,240,30
50KADOWN,766,peak_2,8,8,240,30
50KAUP,767,non_peak_1,4,4,480,120
50KAUP,767,non_peak_2,10,10,300,30
50KAUP,767,non_peak_3,5,5,180,36
50KAUP,767,peak_1,8,8,240,30
50KAUP,767,peak_2,8,8,240,30
50KDOWN,768,non_peak_1,4,4,480,120
50KDOWN,768,non_peak_2,10,10,300,30
50KDOWN,768,non_peak_3,5,5,180,36
50KDOWN,768,peak_1,8,8,240,30
50KDOWN,768,peak_2,8,8,240,30
50KUP,769,non_peak_1,4,4,480,120
50KUP,769,non_peak_2,10,10,300,30
50KUP,769,non_peak_3,5,5,180,36
50KUP,769,peak_1,8,8,240,30
50KUP,769,peak_2,8,8,240,30
50NDOWN,1086,non_peak_1,4,4,480,120
50NDOWN,1086,non_peak_2,10,10,300,30
50NDOWN,1086,non_peak_3,5,5,180,36
50NDOWN,1086,peak_1,8,8,240,30
50NDOWN,1086,peak_2,8,8,240,30
50NUP,1087,non_peak_1,4,4,480,120
50NUP,1087,non_peak_2,10,10,300,30
50NUP,1087,non_peak_3,5,5,180,36
50NUP,1087,peak_1,8,8,240,30
50NUP,1087,peak_2,8,8,240,30
50UP,762,non_peak_1,1,1,480,480
50UP,762,non_peak_2,5,5,300,60
50UP,762,peak_1,5,5,240,48
50UP,762,peak_2,5,5,240,48
51ADOWN,770,non_peak_1,2,2,480,240
51ADOWN,770,non_peak_2,2,2,300,150
51ADOWN,770,peak_1,1,1,240,240
51ADOWN,770,peak_2,2,2,240,120
51AUP,771,non_peak_1,2,2,480,240
51AUP,771,non_peak_2,2,2,300,150
